id,rawData,merchantAccountCode,pspReference,merchantReference,timestamp,eventDate,eventCode,success,reason,paymentMethod,originalReference
"1048","{'merchantAccountCode': 'ColinRood', 'eventCode': 'CAPTURE', 'paymentMethod': 'visa', 'eventDate': '2017-11-17T00:47:51+01:00', 'merchantReference': 'PM authorise card', 'success': 'true', 'pspReference': '8815108759460652', 'originalReference': '8515108758304383', 'amount': {'value': 1500, 'currency': 'EUR'}, 'reason': ''}","ColinRood","8815108759460652","PM authorise card","1510876117.03066","None","CAPTURE","True","","visa",""
"680","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-02-26T20:56:47+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'IO HPP', 'success': 'true', 'pspReference': '8525196750072262', 'additionalData': {'paymentMethod': 'visa', 'fraudManualReview': 'false', 'fraudCheck-7-ShopperIpUsage': '0', 'fraudCheck-28-AnonymousProxyCheck': '0', 'fraudCheck-6-ShopperIpRefCheck': '-1', 'fraudCheck-25-CVCAuthResultCheck': '0', 'fraudResultType': 'GREEN', 'fraudCheck-2-CardChunkUsage': '0', 'fraudCheck-5-IPCountryReferral': '0', 'cardPaymentMethod': 'visa', 'fraudCheck-10-HolderNameContainsNumber': '0', 'fraudCheck-41-PaymentDetailNonFraudRefCheck': '0', 'fraudCheck-9-ShopperIpIssuingCountry': '10', 'fraudCheck-11-HolderNameIsOneWord': '1', 'expiryDate': '08/2018', 'authCode': '97780', 'fraudCheck-3-PaymentDetailUsage': '0', 'aliasType': 'Default', 'fraudCheck-1-PaymentDetailRefCheck': '0', 'cardSummary': '1111', 'totalFraudScore': '10', 'fraudCheck-4-HolderNameUsage': '0', 'alias': 'H167852639363479', 'fraudCheck-13-IssuerRefCheck': '0', 'cardBin': '411111', 'cardIssuingCountry': 'NL', 'fraudCheck-15-IssuingCountryReferral': '0', 'fraudCheck-27-PmOwnerRefCheck': '0'}, 'amount': {'value': 199, 'currency': 'USD'}, 'reason': '97780:1111:08/2018'}","ColinRood","8525196750072262","IO HPP","1519675007.97452","None","AUTHORISATION","True","97780:1111:08/2018","visa",""
"681","{'merchantAccountCode': 'ColinRood', 'eventCode': 'CAPTURE', 'paymentMethod': 'visa', 'eventDate': '2017-10-31T23:35:48+01:00', 'merchantReference': 'PM Authorise card - additional data fields', 'success': 'false', 'pspReference': '8535094893478751', 'originalReference': '8835066165571023', 'amount': {'value': 1500, 'currency': 'EUR'}, 'reason': 'Insufficient balance on payment'}","ColinRood","8535094893478751","PM Authorise card - additional data fields","1515577472.86835","None","CAPTURE","False","Insufficient balance on payment","visa","8835066165571023"
"682","{'eventCode': 'REPORT_AVAILABLE', 'merchantAccountCode': 'ColinRood', 'eventDate': '2018-01-10T07:01:00+01:00', 'merchantReference': '', 'success': 'true', 'pspReference': 'received_payments_report_2018_01_09.csv', 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': 'https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2018_01_09.csv'}","ColinRood","received_payments_report_2018_01_09.csv","","1515754866.38837","None","REPORT_AVAILABLE","True","https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2018_01_09.csv","",""
"683","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2017-11-02T00:34:01+01:00', 'merchantReference': '8313842560770001', 'success': 'false', 'pspReference': 'test_AUTHORISATION_3', 'additionalData': {'fraudCheck-6-ShopperIpUsage': '10', 'expiryDate': '12/2012', ' NAME1 ': 'VALUE1', 'NAME2': '  VALUE2  ', 'cardSummary': '7777', 'totalFraudScore': '10'}, 'amount': {'value': 10150, 'currency': 'EUR'}, 'reason': 'REFUSED'}","ColinRood","test_AUTHORISATION_3","8313842560770001","1509579243.19154","None","AUTHORISATION","False","REFUSED","visa",""
"684","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2017-11-02T00:34:01+01:00', 'merchantReference': '8313842560770001', 'success': 'false', 'pspReference': 'test_AUTHORISATION_4', 'additionalData': {'fraudCheck-6-ShopperIpUsage': '10', 'expiryDate': '12/2012', ' NAME1 ': 'VALUE1', 'NAME2': '  VALUE2  ', 'cardSummary': '7777', 'totalFraudScore': '10'}, 'amount': {'value': 20150, 'currency': 'GBP'}, 'reason': 'REFUSED'}","ColinRood","test_AUTHORISATION_4","8313842560770001","1509579243.40761","None","AUTHORISATION","False","REFUSED","visa",""
"685","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-01-12T16:16:53+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'PM bill recurring', 'success': 'true', 'pspReference': '8835157702137764', 'additionalData': {'avsResult': '4 AVS not supported for this card type', 'expiryDate': '08/2018', 'authCode': '67790', 'cvcResult': '3 Not checked', 'aliasType': 'Default', 'refusalReasonRaw': 'AUTHORISED', 'cvcResultRaw': '3', 'cardSummary': '1111', 'acquirerCode': 'TestPmmAcquirer', 'alias': 'H167852639363479', 'avsResultRaw': '4', 'acquirerReference': '7F5HAAP111L'}, 'amount': {'value': 2000, 'currency': 'EUR'}, 'reason': '67790:1111:08/2018'}","ColinRood","8835157702137764","PM bill recurring","1516277542.17984","None","AUTHORISATION","True","67790:1111:08/2018","visa",""
"686","{'merchantAccountCode': 'ColinRood', 'eventCode': 'RECURRING_CONTRACT', 'paymentMethod': 'visa', 'eventDate': '2018-01-12T16:17:08+01:00', 'merchantReference': 'PM bill recurring', 'originalReference': '8835157702137764', 'success': 'true', 'pspReference': '8415133621410663', 'additionalData': {'shopperReference': 'recur121517'}, 'amount': {'value': 2000, 'currency': 'EUR'}, 'reason': ''}","ColinRood","8415133621410663","PM bill recurring","1516277542.36485","None","RECURRING_CONTRACT","True","","visa","8835157702137764"
"687","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-01-17T09:41:43+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Localhost HPP', 'success': 'true', 'pspReference': '8835161785031506', 'additionalData': {'avsResult': '4 AVS not supported for this card type', 'expiryDate': '08/2018', 'authCode': '98770', 'cvcResult': '1 Matches', 'aliasType': 'Default', 'refusalReasonRaw': 'AUTHORISED', 'cardSummary': '1111', 'cvcResultRaw': '1', 'acquirerCode': 'TestPmmAcquirer', 'alias': 'H167852639363479', 'paymentMethod': 'visa', 'avsResultRaw': '4', 'acquirerReference': '7CAJ1S74UTT'}, 'amount': {'value': 199, 'currency': 'USD'}, 'reason': '98770:1111:08/2018'}","ColinRood","8835161785031506","Localhost HPP","1516277542.55035","None","AUTHORISATION","True","98770:1111:08/2018","visa",""
"688","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-01-17T09:42:17+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Localhost HPP', 'success': 'true', 'pspReference': '8835161785374773', 'additionalData': {'avsResult': '4 AVS not supported for this card type', 'expiryDate': '08/2018', 'authCode': '12901', 'cvcResult': '1 Matches', 'aliasType': 'Default', 'refusalReasonRaw': 'AUTHORISED', 'cardSummary': '1111', 'cvcResultRaw': '1', 'acquirerCode': 'TestPmmAcquirer', 'alias': 'H167852639363479', 'paymentMethod': 'visa', 'avsResultRaw': '4', 'acquirerReference': '7F5HE4F3IUR'}, 'amount': {'value': 199, 'currency': 'USD'}, 'reason': '12901:1111:08/2018'}","ColinRood","8835161785374773","Localhost HPP","1516277542.75027","None","AUTHORISATION","True","12901:1111:08/2018","visa",""
"724","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-03-02T18:04:44+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'PM Checkout Payment', 'success': 'true', 'pspReference': '8525200102844491', 'additionalData': {'alias': 'H167852639363479', 'cardIssuingCountry': 'NL', 'cardBin': '411111', 'authCode': '47874', 'cardPaymentMethod': 'visa', 'aliasType': 'Default', 'cardSummary': '1111', 'expiryDate': '08/2018'}, 'amount': {'value': 1000, 'currency': 'USD'}, 'reason': '47874:1111:08/2018'}","ColinRood","8525200102844491","PM Checkout Payment","1520010285.99901","None","AUTHORISATION","True","47874:1111:08/2018","visa",""
"689","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-01-17T10:39:48+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Localhost CSE', 'success': 'true', 'pspReference': '8535161819880467', 'additionalData': {'avsResult': '4 AVS not supported for this card type', 'expiryDate': '08/2018', 'authCode': '17514', 'cvcResult': '1 Matches', 'aliasType': 'Default', 'refusalReasonRaw': 'AUTHORISED', 'cvcResultRaw': '1', 'cardSummary': '1111', 'acquirerCode': 'TestPmmAcquirer', 'alias': 'H167852639363479', 'avsResultRaw': '4', 'acquirerReference': '7F5HE5G0PIU'}, 'amount': {'value': 1500, 'currency': 'USD'}, 'reason': '17514:1111:08/2018'}","ColinRood","8535161819880467","Localhost CSE","1516277542.93724","None","AUTHORISATION","True","17514:1111:08/2018","visa",""
"690","{'eventCode': 'AUTHORISATION', 'paymentMethod': 'unknowncard', 'eventDate': '2017-12-05T18:40:11+01:00', 'merchantReference': 'Bill recurring', 'success': 'false', 'pspReference': '8515124955963905', 'merchantAccountCode': 'ColinRood', 'amount': {'value': 2000, 'currency': 'EUR'}, 'reason': '800 Contract not found'}","ColinRood","8515124955963905","Bill recurring","1512495623.41442","None","AUTHORISATION","False","800 Contract not found","unknowncard",""
"691","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-03-06T19:32:37+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Integrations overview - checkout', 'success': 'true', 'pspReference': '8535203611573005', 'additionalData': {'alias': 'H167852639363479', 'cardIssuingCountry': 'NL', 'cardBin': '411111', 'authCode': '18635', 'recurring.recurringDetailReference': '8415157668150973', 'cardPaymentMethod': 'visa', 'aliasType': 'Default', 'cardSummary': '1111', 'recurring.shopperReference': 'Shopper1', 'expiryDate': '08/2018'}, 'amount': {'value': 1500, 'currency': 'USD'}, 'reason': '18635:1111:08/2018'}","ColinRood","8535203611573005","Integrations overview - checkout","1520361158.14848","None","AUTHORISATION","True","18635:1111:08/2018","visa",""
"692","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-01-12T15:24:30+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Localhost Secured Fields', 'success': 'true', 'pspReference': '8815157670708541', 'additionalData': {'avsResult': '4 AVS not supported for this card type', 'expiryDate': '08/2018', 'authCode': '60467', 'cvcResult': '1 Matches', 'aliasType': 'Default', 'refusalReasonRaw': 'AUTHORISED', 'cvcResultRaw': '1', 'cardSummary': '1111', 'acquirerCode': 'TestPmmAcquirer', 'alias': 'H167852639363479', 'avsResultRaw': '4', 'acquirerReference': '7F5HA9R1Q5R'}, 'amount': {'value': 1500, 'currency': 'USD'}, 'reason': '60467:1111:08/2018'}","ColinRood","8815157670708541","Localhost Secured Fields","1515767070.41339","None","AUTHORISATION","True","60467:1111:08/2018","visa",""
"693","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-01-11T09:35:17+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'PM bill recurring', 'success': 'true', 'pspReference': '8535156597170503', 'additionalData': {'avsResult': '4 AVS not supported for this card type', 'expiryDate': '08/2018', 'authCode': '55558', 'cvcResult': '3 Not checked', 'aliasType': 'Default', 'refusalReasonRaw': 'AUTHORISED', 'cvcResultRaw': '3', 'cardSummary': '1111', 'acquirerCode': 'TestPmmAcquirer', 'alias': 'H167852639363479', 'avsResultRaw': '4', 'acquirerReference': '7F5H99R8NPC'}, 'amount': {'value': 2000, 'currency': 'EUR'}, 'reason': '55558:1111:08/2018'}","ColinRood","8535156597170503","PM bill recurring","1516071583.50735","None","AUTHORISATION","True","55558:1111:08/2018","visa",""
"694","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-02-06T21:02:03+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'PM authorise card', 'success': 'true', 'pspReference': '8815179473239342', 'additionalData': {'alias': 'H167852639363479', 'avsResult': '4 AVS not supported for this card type', 'fraudManualReview': 'false', 'cvcResult': '1 Matches', 'fraudCheck-25-CVCAuthResultCheck': '0', 'cardSummary': '1111', 'acquirerCode': 'TestPmmAcquirer', 'refusalReasonRaw': 'AUTHORISED', 'fraudCheck-2-CardChunkUsage': '0', 'fraudCheck-10-HolderNameContainsNumber': '0', 'fraudCheck-41-PaymentDetailNonFraudRefCheck': '50', 'acquirerReference': '7CAJIBBTV7P', 'fraudCheck-11-HolderNameIsOneWord': '0', 'expiryDate': '08/2018', 'authCode': '87877', 'fraudCheck-3-PaymentDetailUsage': '0', 'aliasType': 'Default', 'fraudCheck-1-PaymentDetailRefCheck': '0', 'fraudResultType': 'GREEN', 'totalFraudScore': '50', 'fraudCheck-4-HolderNameUsage': '0', 'cvcResultRaw': '1', 'fraudCheck-13-IssuerRefCheck': '0', 'fraudCheck-15-IssuingCountryReferral': '0', 'avsResultRaw': '4', 'fraudCheck-27-PmOwnerRefCheck': '0'}, 'amount': {'value': 1500, 'currency': 'EUR'}, 'reason': '87877:1111:08/2018'}","ColinRood","8815179473239342","PM authorise card","1517947325.19198","None","AUTHORISATION","True","87877:1111:08/2018","visa",""
"695","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-01-03T23:44:59+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'PM bill recurring', 'success': 'true', 'pspReference': '8835150194997514', 'additionalData': {'avsResult': '4 AVS not supported for this card type', 'expiryDate': '08/2018', 'authCode': '86901', 'cvcResult': '3 Not checked', 'aliasType': 'Default', 'refusalReasonRaw': 'AUTHORISED', 'cvcResultRaw': '3', 'cardSummary': '1111', 'acquirerCode': 'TestPmmAcquirer', 'alias': 'H167852639363479', 'avsResultRaw': '4', 'acquirerReference': '7CAIN2Q0O8F'}, 'amount': {'value': 2000, 'currency': 'EUR'}, 'reason': '86901:1111:08/2018'}","ColinRood","8835150194997514","PM bill recurring","1515019500.80924","None","AUTHORISATION","True","86901:1111:08/2018","visa",""
"696","{'merchantAccountCode': 'ColinRood', 'eventCode': 'RECURRING_CONTRACT', 'paymentMethod': 'visa', 'eventDate': '2018-02-22T00:45:16+01:00', 'merchantReference': 'Localhost Secured Fields', 'originalReference': '8815192567021369', 'success': 'true', 'pspReference': '8415157668150973', 'additionalData': {'cardSummary': '1111', 'shopperReference': 'Shopper1', 'cardBin': '411111', 'expiryDate': '08/2018'}, 'amount': {'value': 1500, 'currency': 'USD'}, 'reason': ''}","ColinRood","8415157668150973","Localhost Secured Fields","1519256717.56528","None","RECURRING_CONTRACT","True","","visa","8815192567021369"
"697","{'merchantAccountCode': 'ColinRood', 'eventCode': 'RECURRING_CONTRACT', 'paymentMethod': 'visa', 'eventDate': '2017-12-29T20:54:31+01:00', 'merchantReference': 'Localhost CSE', 'originalReference': '8835145772590566', 'success': 'true', 'pspReference': '8315145767396309', 'additionalData': {'shopperReference': 'recur122917'}, 'amount': {'value': 1500, 'currency': 'USD'}, 'reason': ''}","ColinRood","8315145767396309","Localhost CSE","1514577275.05103","None","RECURRING_CONTRACT","True","","visa","8835145772590566"
"1049","{'eventCode': 'PROCESS_RETRY', 'merchantAccountCode': 'ColinRood', 'eventDate': '2017-11-17T00:47:51+01:00', 'merchantReference': '', 'success': 'true', 'pspReference': '8815108759460652', 'originalReference': '8815108759460652', 'amount': {'value': 1500, 'currency': 'EUR'}, 'reason': ''}","ColinRood","8815108759460652","","1510876117.65961","None","PROCESS_RETRY","True","","",""
"698","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-01-26T00:53:50+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Create recurring', 'success': 'true', 'pspReference': '8825169244306650', 'additionalData': {'alias': 'H167852639363479', 'avsResult': '4 AVS not supported for this card type', 'fraudManualReview': 'false', 'cvcResult': '1 Matches', 'fraudCheck-25-CVCAuthResultCheck': '0', 'cardSummary': '1111', 'acquirerCode': 'TestPmmAcquirer', 'refusalReasonRaw': 'AUTHORISED', 'fraudCheck-2-CardChunkUsage': '8', 'recurring.shopperReference': 'recur012518', 'fraudCheck-10-HolderNameContainsNumber': '0', 'fraudCheck-41-PaymentDetailNonFraudRefCheck': '50', 'acquirerReference': '7F5HL2OG349', 'fraudCheck-11-HolderNameIsOneWord': '0', 'expiryDate': '08/2018', 'authCode': '14669', 'fraudCheck-3-PaymentDetailUsage': '5', 'aliasType': 'Default', 'fraudCheck-1-PaymentDetailRefCheck': '0', 'fraudResultType': 'GREEN', 'totalFraudScore': '63', 'fraudCheck-4-HolderNameUsage': '0', 'cvcResultRaw': '1', 'fraudCheck-13-IssuerRefCheck': '0', 'recurring.recurringDetailReference': '8415169244300063', 'fraudCheck-15-IssuingCountryReferral': '0', 'avsResultRaw': '4', 'fraudCheck-27-PmOwnerRefCheck': '0'}, 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': '14669:1111:08/2018'}","ColinRood","8825169244306650","Create recurring","1516924430.37993","None","AUTHORISATION","True","14669:1111:08/2018","visa",""
"699","{'merchantAccountCode': 'ColinRood', 'eventCode': 'REFUND', 'paymentMethod': 'visa', 'eventDate': '2018-03-01T22:47:06+01:00', 'merchantReference': 'PM authorise card', 'success': 'true', 'pspReference': '8515199408252536', 'originalReference': '8815179473875152', 'amount': {'value': 1, 'currency': 'EUR'}, 'reason': ''}","ColinRood","8515199408252536","PM authorise card","1519940863.02449","None","REFUND","True","","visa","8815179473875152"
"700","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-01-12T15:25:43+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Localhost Secured Fields', 'success': 'true', 'pspReference': '8515157671430841', 'additionalData': {'avsResult': '4 AVS not supported for this card type', 'expiryDate': '08/2018', 'authCode': '71215', 'cvcResult': '1 Matches', 'aliasType': 'Default', 'refusalReasonRaw': 'AUTHORISED', 'cvcResultRaw': '1', 'cardSummary': '1111', 'acquirerCode': 'TestPmmAcquirer', 'alias': 'H167852639363479', 'avsResultRaw': '4', 'acquirerReference': '7CAIU1K3I4Q'}, 'amount': {'value': 1500, 'currency': 'USD'}, 'reason': '71215:1111:08/2018'}","ColinRood","8515157671430841","Localhost Secured Fields","1515767143.45333","None","AUTHORISATION","True","71215:1111:08/2018","visa",""
"701","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'mc', 'eventDate': '2018-02-09T02:04:25+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Localhost checkout', 'success': 'true', 'pspReference': '8835181382655705', 'additionalData': {'alias': 'M148918185403968', 'avsResult': '2 Neither postal code nor address match', 'fraudManualReview': 'false', 'fraudCheck-7-ShopperIpUsage': '0', 'fraudCheck-28-AnonymousProxyCheck': '0', 'cvcResult': '1 Matches', 'fraudCheck-6-ShopperIpRefCheck': '-1', 'fraudCheck-25-CVCAuthResultCheck': '0', 'fraudCheck-9-ShopperIpIssuingCountry': '10', 'acquirerCode': 'TestPmmAcquirer', 'refusalReasonRaw': 'AUTHORISED', 'fraudCheck-2-CardChunkUsage': '0', 'fraudCheck-5-IPCountryReferral': '0', 'recurring.shopperReference': 'localhostCheckout1', 'fraudCheck-10-HolderNameContainsNumber': '0', 'fraudCheck-41-PaymentDetailNonFraudRefCheck': '0', 'fraudResultType': 'GREEN', 'acquirerReference': '7F5I0CGHA52', 'fraudCheck-11-HolderNameIsOneWord': '0', 'expiryDate': '08/2018', 'authCode': '94045', 'fraudCheck-3-PaymentDetailUsage': '0', 'paymentMethod': 'mc', 'aliasType': 'Default', 'fraudCheck-1-PaymentDetailRefCheck': '0', 'cardSummary': '0010', 'totalFraudScore': '9', 'fraudCheck-4-HolderNameUsage': '0', 'cvcResultRaw': '1', 'fraudCheck-13-IssuerRefCheck': '0', 'recurring.recurringDetailReference': '8415180305756309', 'fraudCheck-15-IssuingCountryReferral': '0', 'avsResultRaw': '2', 'fraudCheck-27-PmOwnerRefCheck': '0'}, 'amount': {'value': 199, 'currency': 'USD'}, 'reason': '94045:0010:08/2018'}","ColinRood","8835181382655705","Localhost checkout","1518138267.50163","None","AUTHORISATION","True","94045:0010:08/2018","mc",""
"702","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-02-22T20:51:05+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Test payment', 'success': 'true', 'pspReference': '8835193290653847', 'additionalData': {'fraudCheck-25-CVCAuthResultCheck': '0', 'fraudManualReview': 'false', 'fraudResultType': 'GREEN', 'fraudCheck-2-CardChunkUsage': '8', 'cardPaymentMethod': 'visa', 'fraudCheck-10-HolderNameContainsNumber': '0', 'fraudCheck-41-PaymentDetailNonFraudRefCheck': '0', 'fraudCheck-11-HolderNameIsOneWord': '0', 'expiryDate': '08/2018', 'authCode': '64638', 'fraudCheck-3-PaymentDetailUsage': '5', 'aliasType': 'Default', 'fraudCheck-1-PaymentDetailRefCheck': '0', 'cardSummary': '1111', 'totalFraudScore': '25', 'fraudCheck-4-HolderNameUsage': '12', 'alias': 'H167852639363479', 'fraudCheck-13-IssuerRefCheck': '0', 'cardBin': '411111', 'cardIssuingCountry': 'NL', 'fraudCheck-15-IssuingCountryReferral': '0', 'fraudCheck-27-PmOwnerRefCheck': '0'}, 'amount': {'value': 1500, 'currency': 'EUR'}, 'reason': '64638:1111:08/2018'}","ColinRood","8835193290653847","Test payment","1519329065.91176","None","AUTHORISATION","True","64638:1111:08/2018","visa",""
"703","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-01-25T21:31:26+01:00', 'merchantReference': 'Localhost checkout', 'success': 'false', 'pspReference': '8815169122741558', 'additionalData': {'fraudCheck-11-HolderNameIsOneWord': '1', 'expiryDate': '07/2020', 'fraudManualReview': 'false', 'fraudCheck-7-ShopperIpUsage': '0', 'fraudCheck-28-AnonymousProxyCheck': '0', 'fraudCheck-3-PaymentDetailUsage': '0', 'fraudCheck-1-PaymentDetailRefCheck': '0', 'cardSummary': '1111', 'fraudCheck-6-ShopperIpRefCheck': '0', 'totalFraudScore': '161', 'fraudCheck-4-HolderNameUsage': '0', 'fraudResultType': 'RED', 'fraudCheck-2-CardChunkUsage': '0', 'fraudCheck-13-IssuerRefCheck': '100', 'fraudCheck-15-IssuingCountryReferral': '0', 'fraudCheck-10-HolderNameContainsNumber': '0', 'fraudCheck-5-IPCountryReferral': '0', 'fraudCheck-41-PaymentDetailNonFraudRefCheck': '50', 'fraudCheck-27-PmOwnerRefCheck': '0', 'fraudCheck-9-ShopperIpIssuingCountry': '10'}, 'amount': {'value': 199, 'currency': 'USD'}, 'reason': 'FRAUD'}","ColinRood","8815169122741558","Localhost checkout","1516912298.34166","None","AUTHORISATION","False","FRAUD","visa",""
"704","{'merchantAccountCode': 'ColinRood', 'eventCode': 'RECURRING_CONTRACT', 'paymentMethod': 'visa', 'eventDate': '2018-02-14T17:54:42+01:00', 'merchantReference': 'Create recurring', 'originalReference': '8825186272676598', 'success': 'true', 'pspReference': '8315124132926769', 'additionalData': {'shopperReference': 'recur120417', 'expiryDate': '08/2018', 'cardSummary': '1111'}, 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': ''}","ColinRood","8315124132926769","Create recurring","1518627300.32019","None","RECURRING_CONTRACT","True","","visa","8825186272676598"
"706","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-02-05T23:33:27+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'PM authorise card', 'success': 'true', 'pspReference': '8515178700073600', 'additionalData': {'alias': 'H167852639363479', 'avsResult': '4 AVS not supported for this card type', 'fraudManualReview': 'false', 'cvcResult': '1 Matches', 'fraudCheck-25-CVCAuthResultCheck': '0', 'cardSummary': '1111', 'acquirerCode': 'TestPmmAcquirer', 'refusalReasonRaw': 'AUTHORISED', 'fraudCheck-2-CardChunkUsage': '0', 'fraudCheck-10-HolderNameContainsNumber': '0', 'fraudCheck-41-PaymentDetailNonFraudRefCheck': '50', 'acquirerReference': '7F5HTSI7BB8', 'fraudCheck-11-HolderNameIsOneWord': '0', 'expiryDate': '08/2018', 'authCode': '1641', 'fraudCheck-3-PaymentDetailUsage': '0', 'aliasType': 'Default', 'fraudCheck-1-PaymentDetailRefCheck': '0', 'fraudResultType': 'GREEN', 'totalFraudScore': '50', 'fraudCheck-4-HolderNameUsage': '0', 'cvcResultRaw': '1', 'fraudCheck-13-IssuerRefCheck': '0', 'fraudCheck-15-IssuingCountryReferral': '0', 'avsResultRaw': '4', 'fraudCheck-27-PmOwnerRefCheck': '0'}, 'amount': {'value': 1500, 'currency': 'EUR'}, 'reason': '1641:1111:08/2018'}","ColinRood","8515178700073600","PM authorise card","1517870007.84599","None","AUTHORISATION","True","1641:1111:08/2018","visa",""
"707","{'merchantAccountCode': 'ColinRood', 'eventCode': 'CAPTURE', 'paymentMethod': 'visa', 'eventDate': '2017-10-31T23:35:48+01:00', 'merchantReference': 'PM Authorise card - additional data fields', 'success': 'false', 'pspReference': '8535094893478751', 'originalReference': '8835066165571023', 'amount': {'value': 1500, 'currency': 'EUR'}, 'reason': 'Insufficient balance on payment'}","ColinRood","8535094893478751","PM Authorise card - additional data fields","1515580323.21734","None","CAPTURE","False","Insufficient balance on payment","visa","8835066165571023"
"708","{'eventCode': 'REPORT_AVAILABLE', 'merchantAccountCode': 'ColinRood', 'eventDate': '2017-12-01T07:01:10+01:00', 'merchantReference': '', 'success': 'true', 'pspReference': 'received_payments_report_2017_11_30.csv', 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': 'https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2017_11_30.csv'}","ColinRood","received_payments_report_2017_11_30.csv","","1512109001.76298","None","REPORT_AVAILABLE","True","https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2017_11_30.csv","",""
